answers,cd,code,content
 ANSWERS: \(\frac{{{a^3}\sqrt 7 }}{6}\)  |  \(\frac{{7{a^3}\sqrt 7 }}{{18}}\)  |  \(\frac{{7{a^3}\sqrt 7 }}{9}\)  |  \(\frac{{{a^3}\sqrt 7 }}{3}\) ,H05,00-02a-2a15,  Cho hình chóp S.ABCD có (SAD) ⊥ (ABCD). Đáy ABCD là hình vuông. ∆ SAD đều. Khoảng cách từ AD đến SC bằng a. Tính thể tích hình chóp S.ABCD
 ANSWERS: \(\frac{1}{3}\ln 2 + 1\)  |  \(\frac{1}{3}\ln \frac{8}{5} + 1.\)  | 0 | 1,D09,10-45a-2001a14," Cho hàm số  \(f\left( x \right)\)  xác định trên   \(\mathbb{R}\backslash \left\{ { - 2;1} \right\},\)  thỏa mãn  \(f'\left( x \right) = \frac{1}{{{x^2} + x - 2}}\) ,   \(f\left( { - 3} \right) - f\left( 3 \right) = 0\)  và  \(f\left( 0 \right) = - \frac{1}{3}\ln 2\)  Giá trị biểu thức   \(f\left( { - 4} \right) + f\left( { - 1} \right) - f\left( 4 \right)\)  bằng"
 ANSWERS: \(m = 1\)  |  \(m = 2\)  |  \(m = \frac{1}{2}\)  |  \(m = - 2\) ,D01,02-04a-1a18,  Phương trình  \(\tan x + 2\cot x - 3 = 0\)  có các nghiệm dạng   \(x = \frac{\pi }{4} + k2\pi \)  và  \(x = arc\tan m + k\pi \) ;  \(k \in \mathbb{Z}\)  thì:
 ANSWERS: \(\overline {z.z'} = \overline z .\overline {z'} \)   |  \(\overline {z + z'} = \overline z + \overline {z'} \)   |  \(\frac{{z'}}{z} = \frac{{z'.\bar z}}{{{{\left| z \right|}^2}}}\)   |  \({z^{ - 1}} = \frac{1}{{{{\left| z \right|}^2}}}.z\)   | Đáp án khác...,D10,D10-01a-4b, Cho số phức \(z \in C\)  . Chọn khẳng định SAI:
 ANSWERS: \(x = 1\)  |  \(x = - 1\)  |  \(x = - 2\)  |  Vô nghiệm,D08,00-14a-2a5,  Giải phương trình:  \({4^{{{\log }_2}x}} + 3x + 2 = 0\) 
 ANSWERS: x > 23 | x < 23 | x > 25 | x < 25,D03,00-08a-3a7,  Tìm x ∈ Z thỏa mãn  \(2C_x^2 > C_x^{x - 1} + 23x\) 
 ANSWERS:5 | 4 | 6 | 3,D09,00-33a-1a9,"Hàm số  \(y = {\sin ^5}x\cos x\)  có  \(I = \frac{1}{6}{\sin ^n}x{\cos ^m}x + C\) là một nguyên hàm, với m và n là các số nguyên. Tính tổng \(m + n\)"
 ANSWERS: \({V_{S.ABCD}} = \frac{{{a^3}}}{{3\sqrt 3 }}\)  |  \({V_{S.ABCD}} = \frac{{{a^3}}}{{2\sqrt 2 }}\)  |  \({V_{S.ABCD}} = \frac{{{a^3}}}{{2\sqrt 3 }}\)  |  \({V_{S.ABCD}} = \frac{{{a^3}}}{{3\sqrt 2 }}\) ,H05,00-26b-2a8,  Cho hình chóp \({\mathbf{SA}} \bot \left( {{\mathbf{ABCD}}} \right)\) . Đáy là hình vuông cạnh a.Góc giữa (SAD) và (SBD) bằng  \({\mathbf{6}}{{\mathbf{0}}^{\mathbf{o}}}\) .Tính thể tích hình chóp S.ABCD và khoảng cách từ C đến mặt phẳng (SBD)
 ANSWERS: \(\frac{a}{{2 - \sqrt {1 - a} }}\)   |  \(\frac{a}{{2 + \sqrt {1 - a} }}\)   |  \(\frac{{2a}}{{2 + \sqrt {1 - a} }}\)   |  \(\frac{{ - 2a}}{{2 + \sqrt {1 - a} }}\)  ,D05,D05-06a-5a, Tính giới hạn sau:  \(\mathop {\lim }\limits_{x \to {a^ - }} \left( {\frac{{x\sqrt {1 - x} }}{{2\sqrt {1 - x} + 1 - x}}} \right)\)  với \(a < 1\)  
 ANSWERS: \(2\sin 2x = 1\)  |  \(2\cos 2x = 1\)  |  \(2\sin x = 1\)  |  \(2\cos x = 1\) ,D01,01-55a-2a4," Phương trình nào dưới đây có tập nghiệm biểu diễn trên đường tròn lượng giác là 2 điểm M,N ?"
" ANSWERS: \(\min = 3 - 2\sqrt 2 \) , không tồn tại  \(\max \)  |  \(\min = \sqrt 2 ,m{\text{ax}} = 3\)  |  \(\min = 2,m{\text{ax}} = 3\)  |  \(\min = 3 - 2\sqrt 2 ,m{\text{ax}} = 3 + 2\sqrt 2 \) ",D10,00-31a-3a4,  Trong các số phức z thỏa mãn điều kiện   \(\left| {z + 4 - 3i} \right| \geqslant 3\) . Tìm giá trị lớn nhất và nhỏ nhất của  \(\left| {z + 2 - 5i} \right|\) 
 ANSWERS: \(V = \pi \int\limits_a^b {S\left( x \right){\text{d}}x.} \)  |  \(V = \pi \int\limits_a^b {\left| {S\left( x \right)} \right|{\text{d}}x.} \)  |  \(V = \int\limits_a^b {S\left( x \right){\text{d}}x.} \)  |  \(V = {\pi ^2}\int\limits_a^b {S\left( x \right){\text{d}}x.} \) ,D09,10-49a-2001a13," Viết công thức tính thể tích  \(V\)  của phần vật thể giới hạn bởi hai mặt phẳng vuông góc với trục \(Ox\) tại các điểm   \(x = a,{\text{ }}x = b{\text{ }}\left( {a < b} \right),\) có thiết diện bị cắt bởi mặt phẳng vuông góc với trục  \(Ox\)  tại điểm có hoành độ   \(x\,\,\left( {a \leqslant x \leqslant b} \right)\)  là\(S\left( x \right)\)."
 ANSWERS:0 | 1 | 2 | 3 | Đáp án khác...,H06,H06-05a-1a36,Có bao nhiêu khối đa diện đều có mặt là một hình vuông?
 ANSWERS: \(8\)   |  \(2\sqrt 3 \)   |  \(4\)   |  \(2\sqrt 2 \)   | Đáp án khác...,H07,H07-01a-7c," Cho \( A\left( {2;3;1} \right),B\left( {2;1;3} \right)\)  . Tính khoảng cách giữa 2 điểm AB"
 ANSWERS:\(\frac{1}{2}\) | 0 | \( - \frac{1}{2}\) | \(\frac{{\sqrt 3 }}{2}\),H04,02-18a-4a8,"  Cho tứ diện đều \(ABCD\)có tam giác \(BCD\) đều,\(AD = AC\). Giá tri của  \(\cos \left( {\overrightarrow {AB} ,\overrightarrow {CD} } \right)\)là:   "
 ANSWERS:1560 | 240 | 480 | 3600,D02,02-08a-3a5," Hỏi lập được bao nhiêu số tự nhiên có 6 chữ số từ các số 0,1,2,3,4,5 trong đó số 3 xuất hiện 2 lần còn các số khác xuất hiện 1 lần"
" ANSWERS: \(AB \bot AC\)   |  \(A,C,D\)  thẳng hàng |  \(A,B,C,D\)  không đồng phẳng. |  \(AC \bot AD\)  ",H07,H07-02a-15b," Cho 4 điểm A(1;0;0), B(0;1;0), C(0;0;1) và D(–2;1;–2). Chọn khẳng định đúng?"
 ANSWERS: \(m = 0\)  |  \(m = \pm 1\)  |  \(m = \pm \sqrt 2 \)  |  \(m = \pm 2\) ,D10,01-66a-1a12,  Cho  \({z_1} = 1 - mi;{z_2} = m + 2i\) . Tìm giá trị của  \(m\)  để   \(z = {z_1}.{z_2} + {z_2}\)  có phần ảo bằng 2
 ANSWERS:1 | 3 | 2 | 0,D08,01-48a-2a11, Phương trình \({6.4^x} + {2^x} - 1 = 0\) có bao nhiêu nghiệm dương?
 ANSWERS: \(\frac{{27{a^3}}}{8}\)  |  \(\frac{{27{a^3}}}{{32}}\)  |  \(\frac{{16{a^3}}}{{25}}\)  |  \(\frac{{16{a^3}}}{9}\) ,H05,01-48a-3a4,  Cho hình chóp S.ABCD có  \(SA \bot \left( {ABC{\text{D}}} \right)\) . Đáy ABCD là hình thoi có   \(B{\text{D}} = AC\sqrt 3 \) . Góc giữa mặt phẳng (SBD) và mặt phẳng đáy bằng  \(60^\circ \) . Khoảng cách từ A đến mặt phẳng (SBD) bằng  \(\frac{{3a\sqrt 3 }}{8}\) . Tính   \({V_{S.ABC{\text{D}}}}\) .
 ANSWERS:2 | 1 | 0 | 3,D07,00-21a-1a2,  Hàm số  \(y = {x^3} + 2x\)  có mấy khoảng nghịch biến ?
 ANSWERS: \(\frac{{\sqrt {21} }}{3}\)  |  \(2\sqrt 5 \)  |  \(\frac{4}{{\sqrt 7 }}\)  |  Không tồn tại khoảng cách,H07,H07-06b-1a14," (14) Trong không gian với hệ tọa độ Oxyz, cho hai đường thẳng   \({d_1}:\frac{{x - 3}}{1} = \frac{{y + 2}}{1} = \frac{{z - 2}}{2}\) và  \({d_2}:\left\{ \begin{gathered} x = 1 - 2t \hfill \\y = - 2 - 2t \hfill \\z = - 1 - 4t \hfill \\ \end{gathered} \right.\) .Tính khoảng cách giữa 2 đường thẳng  \({d_1}\) và \({d_2}\) "
 ANSWERS:\(\min y = - 2;{\text{ }}\max y = 6\) | \(\min y = - 3;{\text{ }}\max y = 6\) | \(\min y = - 4;{\text{ }}\max y = 4\) | \(\min y = - 4;{\text{ }}\max y = 6\),D01,02-18a-1a7,"  Tìm tập giá trị lớn nhất, giá trị nhỏ nhất của hàm số sau  \(y = 4\sin 3x - 3\cos 3x + 1\)"
" ANSWERS: \(0,0001\)  | 0,4 | 0,004 | 0,001",D02,00-27b-3a3," 1 máy bay có 4 động cơ hoạt động độc lập. Trong 1 trận chiến, xác suất bị trúng đạn của mỗi động cơ trong 4 động cơ là 0,1. Tính xác suất máy bay bị bắn rơi nếu máy báy rơi khi cả 4 động cơ bị trúng đạn."
 ANSWERS:\(\left( {NOM} \right)\) cắt  \(\left( {OPM} \right).\)  |  \(\left( {MON} \right)\) // \(\left( {SBC} \right).\)  | \(\left( {PON} \right) \cap \left( {MNP} \right) = NP.\) | \(\left( {NMP} \right)\)// \(\left( {SBD} \right).\) ,H03,01-22a-3a11,"  Cho hình chóp  \(S.ABCD\)  có đáy  \(ABCD\)  là hình bình hành tâm  \(O.\)  Gọi   \(M,\,\,N,\,\,P\)  theo thứ tự là trung điểm của  \(SA,\,\,SD\)  và  \(AB.\)  Khẳng định nào sau đây đúng?"
" ANSWERS: \(y = 3x - 3\) ,  \(y = - x\) ,  \(y = \frac{3}{2}x + \frac{3}{4}\)  |  \(y = 3x - 2\) ,  \(y = - x\)  |  \(y = x\) ,  \(y = - x\) ,  \(y = \frac{3}{2}x + \frac{1}{4}\)  |  \(y = x - 2\) ,  \(y = \frac{3}{2}x + \frac{5}{4}\) ",D06,00-15b-2a6, Cho \(y = 2{x^3} - {x^2} - x\left( C \right)\) . Phương trình tiếp tuyến của \(\left( C \right)\)  tại giao điểm của  \(\left( C \right)\) với trục hoành
 ANSWERS:2 | 3 | 4 | 6,H03,02-21b-2002a18,  Cho hình lập phương \(ABCD.A'B'C'D'.\) Có bao nhiêu cạnh của hình lập phương chéo nhau với đường chéo \(AC'\) của hình lập phương?  
 ANSWERS: Vô số đường thẳng | 2 đường thẳng | 3 đường thẳng | 1 đường thẳng,H07,00-22a-3a11,"  Cho 3 điểm   \(A\left( {1;1;0} \right),B\left( {2;3;3} \right),C\left( {0; - 1; - 3} \right)\) . Đường thẳng d đi qua A và vuông góc với AB, AC. Hỏi lập được bao nhiều đường thẳng d?"
 ANSWERS: BÆ°á»›c 1 |  BÆ°á»›c 3 |  BÆ°á»›c 2 |  Tất cả các bước đều đúng,D01,01-08a-1a6,Phương trình sau đây giải sai từ bước nào?  <br />\(\left| {\cos \left( {x + \pi } \right)} \right| = 1\)   <br />Bước 1: \( \Leftrightarrow \left[ \begin{gathered} \cos \left( {x + \pi } \right) = 1 \hfill \\\cos \left( {x + \pi } \right) = - 1 \hfill \\\end{gathered} \right.\)  <br /> Bước 2:  \( \Leftrightarrow \left[ \begin{gathered} x + \pi = \frac{\pi }{2} + k2\pi \hfill \\x + \pi = \frac{{ - \pi }}{2} + k2\pi \hfill \\\end{gathered} \right.\) <br />  Bước 3:  \( \Leftrightarrow \left[ \begin{gathered} x = \frac{{ - \pi }}{2} + k2\pi \hfill \\x = \frac{{ - 3\pi }}{2} + k2\pi \hfill \\\end{gathered} \right.\left( {k \in \mathbb{Z}} \right)\)
 ANSWERS:\(m = \pm 6\)  | không tồn tại giá trị của m | \(m = \pm 3\)  | \(m = \pm 4\) ,D07,D07-05c-0a21," Tìm m để hàm số \(y = {x^3} + m{x^2} + 7x + 3\) có cực đại,cực tiểu. Tìm m để đường thẳng đi qua 2 cực trị song song với đường thẳng có phương trình \(\left( d \right)y = \frac{3}{{10}}x + 2012\) "
 ANSWERS: \(a + b = 11.\)  |  \(a + b = 12.\)  |  \(a + b = 13.\)  |  \(a + b = 14.\) ,D10,01-67a-5a1,"  Xét các số phức  \(z = a + bi\)  \(\left( {a,b \in \mathbb{R}} \right)\)  thỏa mãn   \(\left| {z - 4 - 3i} \right| = 5.\)  Tính  \(a + b\)  khi biểu thức   \(Q = {\left| {z + 2 - 2i} \right|^2} + 2{\left| {z - 4 + i} \right|^2} + 3{\left| {z + 2i} \right|^2}\)  đạt giá trị lớn nhất."
" ANSWERS:\(y' > 0,\forall x \in \mathbb{R}\) | \(y' < 0,\forall x \in \mathbb{R}\) | \(y' > 0,\forall x \ne 1\) | \(y' < 0,\forall x \ne 1\)",D07,01-70a-1a10,"  Đường cong ở hình bên là đồ thị của hàm số\(y = \frac{{ax + b}}{{cx + d}}\) với \(a,b,c,d\) là các số thực|<|01-70a-1-image6|>|  Mệnh đề nào dưới đây đúng?"
 ANSWERS:\(0\) | \(1\) | \(4\) | \(5\),D07,01-58a-1a16,  Cho hàm số \(y = f\left( x \right)\) liên tục trên đoạn \(\left[ { - 1;3} \right]\) và có đồ thị như hình bên. Gọi \(M\) và \(m\) lần lượt là giá trị lớn nhất và nhỏ nhất của hàm số đã cho trên đoạn \(\left[ { - 1;3} \right]\). Giá trị của \(M + m\) bằng
 ANSWERS: \(y' = 2{\ln ^2}x + 4x\ln x\)   |  \(y' = 2x{\ln ^2}x + 4x\ln x\)   |  \(y' = 2x{\ln ^2}x + 4\ln x\)   |  \(y' = 2{\ln ^2}x + 4\ln x\)  ,D06,00-05z-0a16, Tính đạo hàm của hàm số \(y = 2x{\ln ^2}x\)  
 ANSWERS: \(\frac{{3851}}{{4845}}.\)  |  \(\frac{1}{{71}}.\)  |  \(\frac{{36}}{{71}}.\)  |  \(\frac{{994}}{{4845}}.\) ,D02,02-13a-2a12," Có 3 bó hoa. Bó thứ nhất có 8 hoa hồng, bó thứ hai có 7 bông hoa ly, bó thứ ba có 6 bông hoa huệ. Chọn ngẫu nhiên 7 hoa từ ba bó hoa trên để cắm vào lọ hoa, tính xác suất để trong 7 hoa được chọn có số hoa hồng bằng số hoa ly"
 ANSWERS:\(m > - 1\) | \(m < - 5\) | \( - 5 < m < - 1\) | \(m = - 1\)hoặc \(m = - 5\),D07,01-52a-1a2,  Cho hàm số : \(y = f\left( x \right)\) có bảng biến thiên như bên dưới. Tìm  \(m\) để đường thẳng  \(y = m\) cắt đồ thị tại 3 điểm phân biệt
 ANSWERS: \(\sin x - \cos x = \sqrt 2 \cos \left( {x - \frac{\pi }{4}} \right)\)  |  \(\cos \left( { - x} \right) = \cos \left( {\pi - x} \right)\)  |  \( - \sin x = \sin \left( { - x} \right)\)  |  \(\cos x = 2{\sin ^2}\left( {\frac{x}{2}} \right) - 1\) ,D01,02-03a-1a7, Khẳng định nào sau đây ĐÚNG ?
 ANSWERS: \({x_M} = 2\)  |  \({x_M} = \frac{3}{2}\)  |  \({x_M} = 1\)  |  \({x_M} = - 1\) ,D07,01-61a-1a9,  Biết đồ thị  \(\left( C \right)\) của hàm số  \(y = \frac{{{x^2} - 3x + 4}}{{x - 1}}\) có hai điểm cực trị. Đường thẳng đi qua hai điểm cực trị của đồ thị  \(\left( C \right)\) cắt trục hoành tại điểm M có hoành độ  \({x_M}\) .
 ANSWERS: \(k\) lần  |  \(\frac{1}{{{k^3}}}\) lần |  \({k^3}\) lần |  \(\frac{1}{k}\) lần,H06,01-49a-3a1,  Nếu ba kích thước của một khối hộp chữ nhật giảm đi  \(k\) lần thì thể tích của nó tăng lên:
 ANSWERS: Thiết diện của \(\left( {OMN} \right)\) với hình chóp là 1 hình ngũ giác | OM vẽ nét liền |  Tam giác OMN có 1 giao tuyến có sẵn với lăng trụ là đường thẳng OM |  \(OM \subset \left( {BCC'B'} \right)\) ,H01,01-14a-3a3,"  Cho lăng trụ có O,N,M lần lượt nằm trên AC,AB,B’C’ sao cho   \(AO = OC,AN = 2NB,B'M = MC'\) .Khẳng định nào sau đây là đúng?"
 ANSWERS:\(\left[ \begin{gathered} m = 1 \hfill \\ m = 6 \hfill \\ \end{gathered} \right.\)  | \(\left[ \begin{gathered} m = 2 \hfill \\ m = 6 \hfill \\ \end{gathered} \right.\)  | \(\left[ \begin{gathered} m = 2 \hfill \\ m = 5 \hfill \\ \end{gathered} \right.\)  | \(\left[ \begin{gathered} m = 1 \hfill \\ m = 5 \hfill \\ \end{gathered} \right.\) ,D07,D07-05c-0a22," Tìm m để hàm số \(y = 2{x^3} + 3\left( {m - 1} \right){x^2} + 6\left( {m - 2} \right)x - 1\) có cực đại,cực tiểu. Tìm m để đường thẳng đi qua 2 cực trị song song với đường thẳng có phương trình \(\left( d \right)y = - 4x + 1\) "
 ANSWERS:\(m = 1\) | \(m = 2\) | \(m = 3\) | \(m = - 1\),D07,01-44a-3a2,  Cho hàm số   \(y = {\text{ }}{x^3} - 3{x^2} + \left( {m - 6} \right)x + m - 2\)  (C). Tìm m để đường thẳng đi qua 2 điểm cực trị song song với đường thẳng  \(y = -4x + 3\) 
 ANSWERS:2 | 20 | \({10^{\frac{7}{5}}}\) | 100,D08,00-36a-3a6,"  Thang đo Richter được Charles Francis đề xuất và sử dụng lần đầu tiên vào năm 1935 để sắp xếp các số đo độ chấn động của các cơn động đất với đơn vị là độ Richter. Công thức tính độ chấn động như sau:  \({M_L} = \lg A - {\operatorname{lgA} _o}\) , với \({M_L}\) là độ chấn động, A là biên độ tối đa đo được bằng địa chấn kế và \({A_o}\) là một biên độ chuẩn. (nguồn:  Trung tâm tư liệu khí tượng thủy văn). Hỏi theo thang độ Richter, với cùng một biên độ chuẩn thì biên độ tối đa của một trận động đất 7 độ Richter sẽ lớn gấp mấy lần biên độ tối đa của một trận động đất 5 độ Richter?"
 ANSWERS: \({d_1}\)  cắt \({d_2}\)   |  \({d_1}\parallel {{\text{d}}_2}\)   |  \({d_1}\)  trùng \({{\text{d}}_2}\)   |  \({d_1}\)  chéo \({d_2}\)  ,H07,H07-05b-0a15, Xét vị trí tương đối của đường thẳng  \(\Delta :\frac{{x - 1}}{2} = \frac{{y + 1}}{3} = \frac{{z - 5}}{1}\)  với đường thẳng \(({d_1}):\frac{{x - 1}}{3} = \frac{{y + 2}}{2} = \frac{{z + 1}}{2}\)  
" ANSWERS:(I) sai, (II) sai | (I) đúng, (II) sai | (I) sai, (II) đúng | (I) đúng, (II) đúng",D09,D09-01c-0a12, Chọn khẳng định ĐÚNG (I)  \(\int {\frac{{2x + 2}}{{4{x^2} - 5x + 1}}} = \frac{4}{3}\ln \left| {x - 1} \right| - \frac{5}{6}\ln \left| {4x - 1} \right| + C\)  (II)  \(\int {\frac{{ - {x^2} - 1}}{{{x^3} - 6{x^2} + 11x - 6}}dx} = 5\ln \left| {x - 2} \right| - \ln \left| {x - 1} \right| - 5\ln \left| {x - 3} \right| + C\)  
 ANSWERS: \(a = 0\)   |  \(a = 1\)   |  \(a = 2\)   |  \(a = 3\)  ,D05,D05-06a-6a, Cho  \(\mathop {\lim }\limits_{x \to {a^ - }} \left( {\frac{{{x^2} - 4}}{{\sqrt {\left( {1 + x} \right){{\left( {2 - x} \right)}^2}} }}} \right) = - 2\)  . Tìm \(a\)  với \(a < 2\)  ?
 ANSWERS:\(\int {\frac{1}{x}dx = \ln x + C} \) | \(\int {2{e^x}dx = 2({e^x} + C)} \) | \(\int {\sin xdx = C - cosx} \) | \(\int {{x^3}dx = \frac{{{x^4} + C}}{4}} \),D09,00-23a-2a5,  Tìm mệnh đề sai trong các mệnh đề sau:
 ANSWERS: \({5^7}C_{16}^7.\frac{1}{{{x^{ - 8}}}}\)  |  \({5^8}C_{16}^8.{x^8}\)  |  \( - {5^8}C_{16}^8.\frac{1}{{{x^8}}}\)  |  \({5^8}C_{16}^8.\frac{1}{{{x^8}}}\) ,D03,01-50a-2a12,  Tìm số hạng chính giữa trong khai triển   \(P = {\left( {x - \frac{5}{{{x^2}}}} \right)^{16}}\) 
 ANSWERS: \(\frac{1}{x} + \frac{1}{y}\)  |  \(\frac{1}{{xy}}\)  |  \(\frac{{xy}}{{x + y}}\)  |  \(x + y\) ,D08,01-64a-2a13,  Cho \({\log _a}c = x > 0\) và \({\log _b}c = y > 0\). Khi đó giá trị của \({\log _{ab}}c\) là
 ANSWERS: \(\frac{7}{{12}}\)  |  \(\frac{5}{6}\)  |  \(\frac{7}{6}\)  |  \(\frac{5}{{18}}\) ,H06,01-63a-3a8,"  Cho hình hộp ABCD.A’B’C’D’ một mặt phẳng (P) cắt các cạnh bên của hình hộp tại 4 điểm lần lượt là M,N,P,Q. Biết  \(\frac{{AM}}{{A'A}} = \frac{3}{9}\) , \(\frac{{BN}}{{B'B}} = \frac{5}{6}\)  và MQ song song với AD . Tính   \(\frac{{{V_{ABCD.MNPQ}}}}{{{V_{ABCD.A'B'C'D'}}}} = ?\) "
 ANSWERS: \(\frac{2}{3}\)  |  \(\frac{3}{4}\)  |  \(\frac{1}{2}\)  |  \(\frac{3}{8}\) ,D05,01-45a-4a3,  Cho dãy số  \({U_n}\)  xác định bởi dãy  \(\left\{ \begin{gathered} {U_1} = 3 \hfill \\{U_n} = {U_{n - 1}} + n \hfill \\ \end{gathered} \right.\) . Tính   \(\lim \frac{{{u_n}}}{{\frac{3}{4}{n^2} + 2}}\) 
 ANSWERS: \(x > - 8\)  |  \(x \leqslant - 8\)  |  \(x = - 8\)  |  \(x = 8\) ,D06,00-15b-2a13,  Cho hàm số  \(y = \frac{1}{3}{x^3} + 8{x^2} + 64x + 4\) . Tìm x để  \(y' \leqslant 0\) 
 ANSWERS:0 | 1 |  \(\frac{1}{2}\)   |  \( + \infty \)  ,D05,00-10b-1a9, \(\mathop {\lim }\limits_{n \to \infty } \left( {\frac{{n.{{\left( { - 1} \right)}^n}}}{{2n - 1}}} \right)\)  
 ANSWERS: \(y = x\)   |  \(y = - 2x + 3\)   |  \(y = - 3x + 3\)   |  \(y = - 1\)  ,D06,00-13b-2a13, Cho đường cong (C) \(y = {x^3} - 3{x^2} + 2\)  .Lập các phương trình tiếp tuyến đó biết tọa độ \(M\left( {1;0} \right)\)  
 ANSWERS:\(P = \frac{5}{2}\) | \(P = - 2\) | \(P = - 1\) | \(P = - \frac{5}{2}\),D07,01-54a-1a7,  Cho hàm số bậc ba  \(y = a{x^3} + b{x^2} + cx + d\)  có đồ thị như hình vẽ bên. |<|01-54a-1-image5|>|  Tính giá trị của biểu thức:  \(P = a + b + c\) 
" ANSWERS: \(a = 5,b = 1\)   |  \(a = 4,b = 2\)   |  \(a = 2,b = 4\)   |  \(a = 1,b = 5\)   | Đáp án khác...",D05,D05-05a-4e," Tìm \(a,b\)  biết  \(\mathop {\lim }\limits_{x \to 0} \frac{{\tan ax}}{{\tan bx}} = \frac{1}{5},a,b \ne 0\)  và \(a + b = 6\)  "
 ANSWERS: \(BC \bot DC\)   |  \(SC \bot BC\)   |  \(CM \bot AC\)   |  \(AB \bot BC\)   | Đáp án khác...,H03,H03-02b-2c," Cho hình chóp S.ABCD, \(SA \bot \)  Đáy. \(SA = a\)  . Đáy là hình thang vuông ở A và D \(\left( {AB\parallel CD} \right)\)  . \(AD = DC = \frac{1}{2}AB = a\)  . Khẳng định nào sau đây là ĐÚNG :"
 ANSWERS: \(x - y + z = 0\)  |  \( - x - y = 0\)  |  \(x - 3y + 2z = 0\)  |  \( - x - 3y + z = 0\) ,H07,00-21a-4a6,  Cho mặt phẳng  \(\left( R \right)x + y + z - 1 = 0\) và  \(\left( Q \right)x - y + z = 0\)  Mặt phẳng (P) chứa giao tuyến của (R) và (Q). Lập phương trình mặt phẳng (P) biết mặt phẳng (P) đi qua   \(M\left( {1; - 1; - 2} \right)\) 
 ANSWERS: \({R_{MC}} = \frac{{a\sqrt 3 }}{2}\)  |  \({R_{MC}} = 2a\)  |  \({R_{MC}} = a\)  |  \({R_{MC}} = \frac{a}{{\sqrt 2 }}\) ,H06,00-21a-2a8,"  Cho hình chóp  \(S.ABCD\)  có  \(SA \bot \left( {ABCD} \right)\) .Đáy là hình vuông cạnh  \(a\) . Kẻ   \(AH \bot SB,\,\,AK \bot SC,\,\,AI \bot SD\) . Tính bán kính mặt cầu ngoại tiếp A, B, C, D, H, I, K."
 ANSWERS: \(I = - 12.\)  |  \(I = 8.\)  | \(I = 1.\) |  \(I = - 8.\) ,D09,00-001z-0a38, Cho hàm số  \(f\left( x \right)\)  thỏa mãn   \(\int\limits_0^1 {\left( {x + 1} \right)f'\left( x \right){\text{d}}x} = 10\)  và  \(2f\left( 1 \right) - f\left( 0 \right) = 2\) . Tính   \(\int\limits_0^1 {f\left( x \right){\text{d}}x} \) .
 ANSWERS:\(\frac{3}{{56}}\) | \(\frac{{27}}{{84}}\) | \(\frac{{53}}{{56}}\) | \(\frac{{19}}{{28}}\),D02,02-24a-2a1,"  Một tổ gồm \(9\) em, trong đó có \(3\) nữ được chia thành \(3\) nhóm đều nhau. Tính xác xuất để mỗi nhóm có một nữ."
" ANSWERS: \(B\left( { - 1;0;0} \right)\)   |  \(B\left( {1;0;0} \right)\)   |  \(B\left( {0;
- 1;0} \right)\)   |  \(B\left( {0;0;
- 1} \right)\)   | Đáp án khác...",H07,H07-01a-8b, Cho điểm \(A\left( {1;2;3} \right)\)  và  \(\overrightarrow u \left( {2;1; - 2} \right)\)  . Tìm điểm B thuộc Ox sao cho \(\overrightarrow {AB} \bot \overrightarrow u \)  
 ANSWERS: \(GM \bot \left( {SAC} \right)\)   |  \(SG \bot \left( {ABC} \right)\)   |  \(BN \bot \left( {SGN} \right)\)   |  \(AB \bot \left( {SGC} \right)\)   | Đáp án khác...,H03,H03-01a-17b, Cho hình chóp đều S.ABC.G là trọng tâm tam giác ABC. Tìm khẳng định SAI trong các khẳng định sau:
" ANSWERS: Thực:  \(\frac{{3m - 25n + 8}}{5}\) , ảo:  \(\frac{{4m + 69}}{5}\)  |  Thực:  \(\frac{{3m - 25n + 8}}{{25}}\) , ảo:  \(\frac{{4m + 69}}{{25}}\)  |  Thực:  \(\frac{{3m - 25n + 8}}{7}\) , ảo:  \(\frac{{4m + 69}}{7}\)  |  Thực:  \(\frac{{3m - 25n + 8}}{{25}}\) , ảo:  \(\frac{{4m + 69}}{{25}}i\) ",D10,10-51a-2001a10,  Cho  \({z_1} = m + 2i;{z_2} = n - 3i;{z_3} = 3 + 4i\) . Tìm phần thực và phần ảo của số phức  \(z = \frac{{{z_1}}}{{{z_3}}} - {z_2}\) 
 ANSWERS: \(S = ax - {x^2}\)  |  \(S = 2ax - 2{x^2}\)  |  \(S = 2ax - {x^2}\)  |  \(S = 3ax - {x^2}\) ,H03,12-20b-2002a1,"  Cho tứ diện  \(ABCD\) , có AD vuông góc với BC.  \( AC = AD = BC = a\) . M là điểm thuộc  AC ,  \(AM = x\) .Mặt phẳng  \(\left( P \right)\)  đi qua M và song song với AD,BC. Dựng thiết diện của tứ diện cắt bởi   \( \left( P \right)\) .  Tính diện tích thiết diện theo a và x."
 ANSWERS: \(120^\circ \)  |  \(90^\circ \)  |  \(30^\circ \)  |  \(60^\circ \) ,H04,02-24b-2002a4,  Cho hình chóp  \(S.ABCD\) có tất cả các cạnh đều bằng \(a\) . Gọi  \(M\)  và  \(N\)  lần lượt là trung điểm của  \(SC\)  và \(BC\) . Góc giữa MN và CD là:  
