cd,text_encoded,answers_encoded
H06,"cho hinh chop s.abcd, day la hinh chu nhat abcd. goc tao boi canh ben cua hinh chop va day la alpha , cos alpha = frac 0 0 . biet dien tich toan phan hinh non co dinh s va day la duong tron ngoai tiep hinh chu nhat abcd la frac 0 pi a^0 0 . tinh ban kinh cua hinh non. answers:0a | frac 0a 0 | frac a 0 | a | dap an khac...",answers:0a | frac 0a 0 | frac a 0 | a | dap an khac...
H04,cho s.abcd co sa ? day. sa = a.day la hinh thang vuong o a va d. ad = dc = frac ab 0 = a . tinh khoang cach tu a den mat phang sbd theo a answers: a sqrt frac 0 0 | frac 0 text a 0 | a sqrt 0 | frac a sqrt 0,answers: a sqrt frac 0 0 | frac 0 text a 0 | a sqrt 0 | frac a sqrt 0
D03,tinh tong s = c_ 0 ^0 + 0c_ 0 ^0 + 0^0 c_ 0 ^0 + ... + 0^ 0 c_ 0 ^ 0 answers: 0^ 0 | 0^ 0 | 0^ 0 | 0^ 0,answers: 0^ 0 | 0^ 0 | 0^ 0 | 0^ 0
D09,cho f left x right la mot nguyen ham cua f left x right = int frac x + 0 x^0 + 0x + 0 . tinh f left 0 right biet f left 0 right = 0 ln 0 answers: 0 ln 0 | + 0 ln 0 | 0 ln 0 | + 0 ln 0,answers: 0 ln 0 | + 0 ln 0 | 0 ln 0 | + 0 ln 0
D06,cho ham so y = cos x + cos left 0 + 0x + x^0 right .dao ham cua ham so la answers: sin x + sin left 0 + 0x + x^0 right left 0x + 0 right | + sin x + 0 sin left 0 + 0x + x^0 right | sin x + 0 sin left 0 + 0x + x^0 right | + sin x + sin left 0 + 0x + x^0 right left 0x + 0 right,answers: sin x + sin left 0 + 0x + x^0 right left 0x + 0 right | + sin x + 0 sin left 0 + 0x + x^0 right | sin x + 0 sin left 0 + 0x + x^0 right | + sin x + sin left 0 + 0x + x^0 right left 0x + 0 right
D09,"tinh the tich hinh phang xoay quanh truc ox gioi han boi y = x left 0 + x right , truc hoanh answers: frac 0 pi 0 | frac 0 pi 0 | frac 0 pi 0 | frac 0 pi 0",answers: frac 0 pi 0 | frac 0 pi 0 | frac 0 pi 0 | frac 0 pi 0
D05,"khang dinh nao sau day la dung mathop lim limits_ x to 0 frac tan 0x operatorname tanx = frac 0 0 i va mathop lim limits_ x to 0 frac 0 + cos 0x x^0 = 0 ii answers: i dung, ii sai | i dung, ii dung | i sai, ii dung | i sai, ii sai","answers: i dung, ii sai | i dung, ii dung | i sai, ii dung | i sai, ii sai"
H05,"cho hinh chop s.abcd co left sab right bot left abcd right . tinh the tich chop s.abcd bietday abcd la hinh vuong. sa = a,sb = a sqrt 0 , widehat asb = 0^ text o answers: frac a^0 sqrt 0 0 | frac a^0 0 | frac a^0 0 | frac a^0 sqrt 0 0",answers: frac a^0 sqrt 0 0 | frac a^0 0 | frac a^0 0 | frac a^0 sqrt 0 0
H02,"trong mat phang oxy , cho hai duong thang delta :x + 0y + 0 = 0 va delta ':0x + y + 0 = 0 . tim phep doi xung qua truc bien delta thanh delta ' . answers: x + y + 0 = 0 hoac x + y + 0 = 0 . | x + y + 0 = 0 hoac x + y + 0 = 0 . | x + y + 0 = 0 hoac x + y + 0 = 0 | x + y = 0 hoac x + y = 0 .",answers: x + y + 0 = 0 hoac x + y + 0 = 0 . | x + y + 0 = 0 hoac x + y + 0 = 0 . | x + y + 0 = 0 hoac x + y + 0 = 0 | x + y = 0 hoac x + y = 0 .
H06,"cho hinh tru co cac day la hinh tron tam o va o', ban kinh day bang chieu cao va bang a. tren duong tron day co tam o lay diem a va tren duong tron day co tam o' lay diem b sao cho ab = 0a. tinh the tich cua khoi tu dien oo'ab answers: frac sqrt 0 a^0 0 | frac a^0 0 | frac sqrt 0 a^0 0 | frac a^0 0",answers: frac sqrt 0 a^0 0 | frac a^0 0 | frac sqrt 0 a^0 0 | frac a^0 0
D09,"trong cac khang dinh sau, khang dinh nao dung? c la hang so answers: int 0 text d x = c | int frac 0 x text d x = ln x + c | int x^ alpha text d x = frac x^ alpha + 0 alpha + 0 + c | int text d x = c",answers: int 0 text d x = c | int frac 0 x text d x = ln x + c | int x^ alpha text d x = frac x^ alpha + 0 alpha + 0 + c | int text d x = c
H05,cho hinh chop s.abcd. mathbf sa bot left mathbf abcd right . mathbf sa text = text mathbf a . day la hinh chu nhat . goc giua sc va mat phang abcd bang mathbf 0 mathbf 0 ^ mathbf o .goc giua sbc va mat phang abcd bang mathbf 0 mathbf 0 ^ mathbf o .tinh the tich hinh chop s.abcd. answers: frac 0 a^0 0 | frac 0 a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 0 sqrt 0,answers: frac 0 a^0 0 | frac 0 a^0 sqrt 0 0 | frac a^0 sqrt 0 0 | frac a^0 0 sqrt 0
D05,"cho cac ket qua sau: lim frac sqrt n^0 + 0 + sqrt n n = 0 i va lim left sqrt n^0 + 0 + n right = 0 ii phat bieu nao sau day la dung ? answers: i sai, ii dung | i dung, ii dung | i dung, ii sai | i sai, ii sai | dap an khac...","answers: i sai, ii dung | i dung, ii dung | i dung, ii sai | i sai, ii sai | dap an khac..."
H03,"cho hinh chop s.abcd co day la hinh binh hanh. sa vuong goc voi cd. sa = 0a,cd = 0a,bc = a . lay diem m thuoc ad, am = x . mat phang left p right di qua m va song song voi sa,cd. dung left p right , tim thiet dien cua hinh chop cat boi left p right . tinh dien tich thiet dien theo a va x. answers: left a^0 + x^0 right | 0 left a^0 + x^0 right | left 0 a^0 + x^0 right | left a^0 + 0 x^0 right",answers: left a^0 + x^0 right | 0 left a^0 + x^0 right | left 0 a^0 + x^0 right | left a^0 + 0 x^0 right
D03,tinh tong s = c_ 0 ^0 + 0c_ 0 ^0 + 0^0 c_ 0 ^0 + ... + 0^ 0 c_ 0 ^ 0 answers: 0^ 0 | 0^ 0 | 0^ 0 | 0^ 0,answers: 0^ 0 | 0^ 0 | 0^ 0 | 0^ 0
D10,cho so phuc z = a + bi text left a; text b in mathbb r right . tim phan thuc va phan ao cua so phuc left bar z right ^0 answers: phan thuc bang a^0 + b^0 va phan ao bang 0 a^0 b^0 . | phan thuc bang a^0 + b^0 va phan ao bang + 0ab. | phan thuc bang a + b va phan ao bang a^0 b^0 . | phan thuc bang a + b va phan ao bang 0ab .,answers: phan thuc bang a^0 + b^0 va phan ao bang 0 a^0 b^0 . | phan thuc bang a^0 + b^0 va phan ao bang + 0ab. | phan thuc bang a + b va phan ao bang a^0 b^0 . | phan thuc bang a + b va phan ao bang 0ab .
H07,"tim tam va ban kinh cua mat cau s x^0 + left y + 0 right ^0 + left z + 0 right ^0 = 0 answers:tam i left 0, + 0,0 right va ban kinh r = 0 | tam i left 0, + 0,0 right va ban kinh r = sqrt 0 | tam i left 0, + 0, + 0 right va ban kinh r = 0 | tam i left 0,0, + 0 right va ban kinh r = sqrt 0 | dap an khac...","answers:tam i left 0, + 0,0 right va ban kinh r = 0 | tam i left 0, + 0,0 right va ban kinh r = sqrt 0 | tam i left 0, + 0, + 0 right va ban kinh r = 0 | tam i left 0,0, + 0 right va ban kinh r = sqrt 0 | dap an khac..."
D07,"cho ham so y = frac 0 0 x^0 + 0m + 0 x^0 + 0 . tim m de ham so co 0 cuc tri tao thanh tam giac co trong tam la goc toa do answers: m = 0 | m = 0 | left begin gathered m = 0 hfill m = 0 hfill 
 end gathered right. | m in emptyset","answers: m = 0 | m = 0 | left begin gathered m = 0 hfill m = 0 hfill 
 end gathered right. | m in emptyset"
D10,tim z tren tap c cua pt: +0 z^0 + 0z+0 = 0 answers: left begin gathered z_0 = frac + 0 + i sqrt 0 0 hfill z_0 = frac + 0 + i sqrt 0 0 hfill end gathered right. | left begin gathered z_0 = frac 0 + i sqrt 0 0 hfill z_0 = frac 0 + i sqrt 0 0 hfill end gathered right. | left begin gathered z_0 = frac 0 + i sqrt 0 + 0 hfill z_0 = frac 0 + i sqrt 0 + 0 hfill end gathered right. | left begin gathered z_0 = 0 + i sqrt 0 hfill z_0 = 0 + i sqrt 0 hfill end gathered right. | dap an khac...,answers: left begin gathered z_0 = frac + 0 + i sqrt 0 0 hfill z_0 = frac + 0 + i sqrt 0 0 hfill end gathered right. | left begin gathered z_0 = frac 0 + i sqrt 0 0 hfill z_0 = frac 0 + i sqrt 0 0 hfill end gathered right. | left begin gathered z_0 = frac 0 + i sqrt 0 + 0 hfill z_0 = frac 0 + i sqrt 0 + 0 hfill end gathered right. | left begin gathered z_0 = 0 + i sqrt 0 hfill z_0 = 0 + i sqrt 0 hfill end gathered right. | dap an khac...
D08,"nghiem cua bat phuong trinh left frac 0 0 right ^x > 0^ frac 0x x + 0 la : answers: left begin gathered x < + 0 hfill + 0 < x < 0 hfill 
 end gathered right. | x < + 0 | + 0 < x < 0 | + 0 leqslant x < 0","answers: left begin gathered x < + 0 hfill + 0 < x < 0 hfill 
 end gathered right. | x < + 0 | + 0 < x < 0 | + 0 leqslant x < 0"
D03,tim n nguyen thoa man : frac a_ n + 0 ^0 n + 0 ! < frac 0 n + 0 ! answers: 0 leqslant n leqslant 0 | 0 leqslant n leqslant 0 | 0 < n < 0 | 0 < n < 0,answers: 0 leqslant n leqslant 0 | 0 leqslant n leqslant 0 | 0 < n < 0 | 0 < n < 0
D08,"chuyen ke rang:ngay xua, co ong vua hua se thuong cho mot vi quan mon qua ma vi quan duoc chon.vi quan tau: ""ha than chi xin be ha thuong cho mot so hat thoc thoi a! cu the nhu sau: ban co vua co 0 o thi o thu nhat than xin 0 hat, o thu 0 thi gap doi o dau, o thu 0 lai gap doi o thu ,... o sau nhan so toc gap doi phan thuong danh cho o lien truoc"".tim gia tri nho nhat cua n de tong so hat thoc ma vi quan xin tu n o dau tien tu o thu 0 den o thu n lon hon 0 trieu. answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D08,"thpt chuyen lao cai, lan 0 . cho cac ham so y = log _a x va y = log _b x co do thi nhu hinh ve ben. duong thang x = 0 cat truc hoanh, do thi ham so y = log _a x va y = log _a x lan luot h , m va n . biet rang hm = mn . menh de nao sau day la dung? answers: a = 0b | a = b^0 | a = b^0 | a = 0b",answers: a = 0b | a = b^0 | a = b^0 | a = 0b
D08,giai bat phuong trinh log _0 left 0^x + 0 right < 0 . answers: x > 0 | x < 0 | 0 < x < 0 | log _0 0 < x < 0,answers: x > 0 | x < 0 | 0 < x < 0 | log _0 0 < x < 0
H06,hinh chop tu giac co tat ca cac canh bang nhau co bao nhieu mat doi xung: answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D07,cho ham so y = x^0 + 0 x^0 + m^0 x + 0m + 0 . tim m sao cho do thi ham so cat truc ox tai 0 diem phan biet lap thanh cap so cong. answers: m = 0 | m = + 0 | m = 0 | m = 0,answers: m = 0 | m = + 0 | m = 0 | m = 0
D08,tim m de phuong trinh 0^x + 0.0^x + 0 + m > 0 co nghiem dung voi moi x answers: m leqslant 0 | m geqslant 0 | m leqslant + 0 | m geqslant + 0,answers: m leqslant 0 | m geqslant 0 | m leqslant + 0 | m geqslant + 0
D04,"voi n in n^* ,n geqslant 0 , ta co s = left 0 + frac 0 0 right left 0 + frac 0 0 right ... left 0 + frac 0 n^0 right = a + frac b n . tinh gia tri cua bieu thuc x = frac 0 0 left a + b right . answers: x = + frac 0 0 | x = frac 0 0 | x = 0 | x = + 0",answers: x = + frac 0 0 | x = frac 0 0 | x = 0 | x = + 0
D08,bat phuong trinh 0^ x^0 + x leqslant 0 co may nghiem nguyen answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H02,cho hinh binh hanh abcd. phep tinh tien t_ overrightarrow ab + overrightarrow ad bien diem a thanh diem: answers:a' doi xung voi a qua c. | a' doi xung voi d qua c. | o la giao diem cua ac va bd. | c.,answers:a' doi xung voi a qua c. | a' doi xung voi d qua c. | o la giao diem cua ac va bd. | c.
D10,cho so phuc z = a + bi text left a; text b in mathbb r right thoa man z + 0 + 0i + left| z right|i = 0 . tinh s = a + 0b. answers: s = 0. | s = + 0. | s = 0. | s = + 0.,answers: s = 0. | s = + 0. | s = 0. | s = + 0.
D07,cho ham so y = x^0 + x^0 + 0 c . tim nhung diem tren c cach deu 0 diem a 0 ;0 va b 0 ;0 answers:n 0;+0 | n +0;0 | n 0;0 | n +0;+0 | dap an khac...,answers:n 0;+0 | n +0;0 | n 0;0 | n +0;+0 | dap an khac...
D09,cho g left x right = a x^0 + left a + 0b + c right x^0 + left b + c right x + 0 la mot nguyen ham cua f left x right = 0 x^0 + x + 0 . tinh a + b + c . answers:0 | 0 | frac 0 0 | frac + 0 0,answers:0 | 0 | frac 0 0 | frac + 0 0
D10,"tim tap hop diem bieu dien so phuc z biet w = 0 + bar z z + 0 va w la so thuan ao answers: duong tron co phuong trinh 
 left x + 0 right ^0 + left y + 0 right ^0 = 0 | duong tron co phuong trinh left x + 0 right ^0 + y^0 = 0 | duong tron co phuong trinh 
 x^0 + left y + 0 right ^0 = 0 | duong tron co phuong trinh 
 left x + 0 right ^0 + y^0 = 0","answers: duong tron co phuong trinh 
 left x + 0 right ^0 + left y + 0 right ^0 = 0 | duong tron co phuong trinh left x + 0 right ^0 + y^0 = 0 | duong tron co phuong trinh 
 x^0 + left y + 0 right ^0 = 0 | duong tron co phuong trinh 
 left x + 0 right ^0 + y^0 = 0"
D08,"ham so nao trong cac ham so sau co do thi phu hop voi hinh ve ben? answers: y = e^x | y = e^ + x | y = log _ sqrt 0 x | y = log _ 0,0 x","answers: y = e^x | y = e^ + x | y = log _ sqrt 0 x | y = log _ 0,0 x"
D06,cho y = frac x^0 0 + frac left 0m + 0 right x^0 0 + frac left m^0 + 0m right x^0 0 + m^0 x va phuong trinh y' = 0 . khang dinh nao dung? answers: phuong trinh y' = 0 luon co 0 nghiem phan biet | voi m ne + 0 thi phuong trinh y' = 0 co 0 nghiem phan biet | voi m = 0 thi phuong trinh y' = 0 co 0 nghiem duy nhat | voi m geqslant 0 thi phuong trinh y' = 0 vo nghiem,answers: phuong trinh y' = 0 luon co 0 nghiem phan biet | voi m ne + 0 thi phuong trinh y' = 0 co 0 nghiem phan biet | voi m = 0 thi phuong trinh y' = 0 co 0 nghiem duy nhat | voi m geqslant 0 thi phuong trinh y' = 0 vo nghiem
H03,cho hinh chop s.abcd co sac bot abcd .day la hinh thang vuong tai a va d sao cho ad = dc = frac ab 0 . tam giac sac can tai a.goi m la trung diem cua sc. chon khang dinh dung answers: ac bot bm | sa bot bm | sb bot ac | am bot bm,answers: ac bot bm | sa bot bm | sb bot ac | am bot bm
D07,"diem cuc dai cua do thi ham so y = x^0 + 0 x^0 + 0x + 0 la answers: left 0;0 right | left 0;0 right | left frac 0 0 ;
+ frac 0 0 right | left frac 0 0 ; frac 0 0 right","answers: left 0;0 right | left 0;0 right | left frac 0 0 ;
+ frac 0 0 right | left frac 0 0 ; frac 0 0 right"
D08,"cho hai do thi y = a^x , y = log _b x co do thi nhu hinh ve. menh de nao duoi day dung ? answers: a > 0 , va 0 < b < 0 | a > 0 , va b > 0 | 0 < a < 0 va 0 < b < 0 | 0 < a < 0 va b > 0","answers: a > 0 , va 0 < b < 0 | a > 0 , va b > 0 | 0 < a < 0 va 0 < b < 0 | 0 < a < 0 va b > 0"
H06,cho tu dien abcd co the tich v . goi v' la the tich cua khoi tu dien co cac dinh la trong tam cua cac mat cua khoi tu dien abcd. tinh ti so frac v' v . answers: frac v' v = frac 0 0 . | frac v' v = frac 0 0 . | frac v' v = frac 0 0 . | frac v' v = frac 0 0 .,answers: frac v' v = frac 0 0 . | frac v' v = frac 0 0 . | frac v' v = frac 0 0 . | frac v' v = frac 0 0 .
H07,"cho hinh chop s.abcd co day la hinh chu nhat canh bd = a sqrt 0 . sa vuong goc voi day, mat cau ngoai tiep hinh chop s.abc text d co dien tich bang 0 pi a^0 . tim do dai sa answers: a | 0a | a sqrt 0 | a sqrt 0",answers: a | 0a | a sqrt 0 | a sqrt 0
D01,cho phuong trinh sin ^0 x + cos ^0 x = frac 0 0 sin ^0 0x . phuong trinh tuong duong voi phuong trinh nao sau day? answers: cos 0x = 0 | cos 0x = 0 | cos 0x = + 0 | cos 0x = frac 0 sqrt 0,answers: cos 0x = 0 | cos 0x = 0 | cos 0x = + 0 | cos 0x = frac 0 sqrt 0
D01,phuong trinh cos 0x left 0 sin 0x + 0 right = 0 co may ho nghiem ? answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D08,tap nghiem s cua bat phuong trinh 0^ log _0 x + 0.0^ log _0 x + 0 leqslant 0 gom may nghiem nguyen ? answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D10,"cho so phuc z = a + bi voi z in mathbb c . chon khang dinh dung: answers: a,b in mathbb r | a,b in mathbb r va b ne 0 | a,b in mathbb r va a ne 0 | a,b in mathbb r va left begin gathered a ne 0 hfill b ne 0 hfill 
 end gathered right. | dap an khac...","answers: a,b in mathbb r | a,b in mathbb r va b ne 0 | a,b in mathbb r va a ne 0 | a,b in mathbb r va left begin gathered a ne 0 hfill b ne 0 hfill 
 end gathered right. | dap an khac..."
D07,hieu so giua gia tri cuc dai va gia tri cuc tieu cua ham so y = x^0 + 0 x^0 + 0 answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
H03,"cho hinh chop s.abcd .day la hinh chu nhat. sa = 0a,ab = 0a,bc = a . sa vuong goc voi cd. m la trung diem ad. mat phang left p right di qua m va parallel voi sa,cd. tinh dien tich thiet dien theo a answers: frac 0 a^0 0 | frac a^0 0 | frac 0a 0 | a^0",answers: frac 0 a^0 0 | frac a^0 0 | frac 0a 0 | a^0
D07,tim m de ham so y = frac mx + 0 x + m + 0 nghich bien tren cac khoang xac dinh cua no. answers: m geqslant 0 hoac m leqslant 0 | 0 < m < 0 . | 0 leqslant m leqslant 0 . | m > 0 hoac m < 0 .,answers: m geqslant 0 hoac m leqslant 0 | 0 < m < 0 . | 0 leqslant m leqslant 0 . | m > 0 hoac m < 0 .
D01,co bao nhieu nghiem x in left 0;0 pi right cua phuong trinh tan left 0x + frac 0 pi 0 right = cot left x + frac pi 0 right ? answers:0 | 0 | 0 | 0,answers:0 | 0 | 0 | 0
D03,tinh tong p = 0^ 0 c_ 0 ^ 0 + 0^ 0 c_ 0 ^ 0 + 0^ 0 c_ 0 ^ 0 + .... + 0 answers: 0^ 0 | 0^ 0 + 0 | 0^ 0 + 0 | 0^ 0,answers: 0^ 0 | 0^ 0 + 0 | 0^ 0 + 0 | 0^ 0
H04,"cho hinh chop tu giac deu s.abcd, co tat ca cac canh bang a va co tam la o goi m la trung diem cua oa. tinh khoang cach d tu diem m den mat phang scd . answers: d = frac a sqrt 0 0 | d = frac a sqrt 0 0 | d = frac a sqrt 0 0 | d = a sqrt 0",answers: d = frac a sqrt 0 0 | d = frac a sqrt 0 0 | d = frac a sqrt 0 0 | d = a sqrt 0
D09,"cho ham so f left x right lien tuc tren mathbb r va int limits_0^0 f left x right text d x = 0, text int limits_0^0 f left x right text d x = 0. tinh gia tri cua bieu thuc i = int limits_0^0 left f left frac x 0 right + f left 0x right right text d x . answers: i = 0. | i = + 0. | i = frac 0 0 | i = + frac 0 0",answers: i = 0. | i = + 0. | i = frac 0 0 | i = + frac 0 0
D08,"bat phuong trinh log _ 0,0 frac x + 0 x + 0 geqslant 0 co may nghiem nguyen am ? answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
H07,cho mat phang p 0x + y + z + 0 = 0 va q x + 0y + 0z + 0 = 0. goi d la giao tuyen cua p va q . hoi lap duoc bao nhieu mat phang chua d va song song voi duong thang d' frac x + 0 + 0 = frac y 0 = frac z + 0 + 0 answers:0 mat phang | 0 mat phang | 0 mat phang | vo so mat phang,answers:0 mat phang | 0 mat phang | 0 mat phang | vo so mat phang
H03,"cho hinh hop chu nhat abcd.a'b'c'd' co aa' bot abcd , tu giac abcd la hinh vuong canh a. aa' = frac a sqrt 0 . o la giao diem cua ac va bd. chon khang dinh sai: answers: left a'bd right bot left bdc' right | left dd'b'b right bot left acc'a' right | left oa'c' right bot left abcd right | left da'c' right bot left acc'a' right",answers: left a'bd right bot left bdc' right | left dd'b'b right bot left acc'a' right | left oa'c' right bot left abcd right | left da'c' right bot left acc'a' right
H06,cho hinh lang tru tam giac deu abc.a'b'c' canh ab = a ; aa'= 0a. hay tinh dien tich xung quanh khoi tru co 0 day la duong tron noi tiep abc va a'b'c'. answers: frac 0 pi a^0 sqrt 0 0 | frac 0 pi a^0 sqrt 0 0 | frac 0 pi a^0 sqrt 0 0 | frac 0 pi a^0 sqrt 0 0 | dap an khac...,answers: frac 0 pi a^0 sqrt 0 0 | frac 0 pi a^0 sqrt 0 0 | frac 0 pi a^0 sqrt 0 0 | frac 0 pi a^0 sqrt 0 0 | dap an khac...
H04,"cho hinh chop s.abcd , sa = a. sa ? abcd . day la hinh vuong canh a.goi n la trung diem sd.tinh goc giua nac va sac . answers: 0, 0^o | 0, 0^o | 0, 0^o | 0, 0^o","answers: 0, 0^o | 0, 0^o | 0, 0^o | 0, 0^o"
H07,"cho a left 0;0;0 right ,b left + 0;0;0 right ,c left 0;0;0 right .tinh dien tich tam giac abc answers: 0 sqrt 0 | 0 | frac 0 sqrt 0 | frac 0 0",answers: 0 sqrt 0 | 0 | frac 0 sqrt 0 | frac 0 0
D08,"cho ba so thuc a, text b, text c thoa man a > b > c > 0 . khang dinh nao sau day la dung? answers: phuong trinh a^x + b^x = c^x vo nghiem | phuong trinh b^x + c^x = a^x co hai nghiem | phuong trinh a^x + c^x = b^x vo nghiem | phuong trinh a^x + b^x + c^x = 0 co nghiem duy nhat.",answers: phuong trinh a^x + b^x = c^x vo nghiem | phuong trinh b^x + c^x = a^x co hai nghiem | phuong trinh a^x + c^x = b^x vo nghiem | phuong trinh a^x + b^x + c^x = 0 co nghiem duy nhat.
D02,"doi hoc sinh gioi cap truong mon tieng anh cua truong thpt x theo tung khoi nhu sau: khoi 0 co 0 hoc sinh, khoi 0 co 0 hoc sinh va khoi 0 co 0 hoc sinh. nha truong can chon mot doi tuyen gom 0 hoc sinh tham gia ioe cap tinh. tinh so cach lap doi tuyen sao cho co hoc sinh ca ba khoi va co nhieu nhat 0 hoc sinh khoi 0 answers:0 | 0 | 0 | 0",answers:0 | 0 | 0 | 0
D05,tim so thuc a de lim frac sqrt a n^0 + 0 + sqrt 0n + 0 0n + 0 = 0 . answers:a=0 | a=0 | a=0 | a=0,answers:a=0 | a=0 | a=0 | a=0
H05,cho hinh chop s.abc co day abc la tam giac vuong tai b va ba = bc = a . canh ben sa = 0a va vuong goc voi mat phang day. tinh the tich cua s.abc. answers: a^0 | frac a^0 sqrt 0 0 | frac a^0 0 | frac 0 a^0 0,answers: a^0 | frac a^0 sqrt 0 0 | frac a^0 0 | frac 0 a^0 0
H07,"cho diem m 0;0;+0 . goi a,b,c, lan luot la hinh chieu cua m len truc ox,oy,oz. lap phuong trinh mat phang p di qua 0 diem a,b,c answers: 0x + 0y + 0z = 0 | 0x + 0y + 0z = 0 | 0x + 0y + 0z = 0 | + 0x + 0y + 0z = 0",answers: 0x + 0y + 0z = 0 | 0x + 0y + 0z = 0 | 0x + 0y + 0z = 0 | + 0x + 0y + 0z = 0
